id_knjige,naslov,avtor,povp_ocena,st_ocen,st_recenzij,leto_izdaje,st_strani,jezik,st_trenutnih_bralcev,zanri
58613224,"Harry Potter and the Deathly Hallows (Harry Potter, #7)",J.K. Rowling,4.62,4027023,96378,2007,784,English,52841,"Fantasy, Young Adult, Fiction, Magic, Childrens, Audiobook, Adventure, Middle Grade, Classics, Science Fiction Fantasy"
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.35,9649908,253738,2008,374,English,104020,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Audiobook, Book Club, Teen"
77203,The Kite Runner,Khaled Hosseini,4.35,3418413,110251,2003,371,English,50245,"Fiction, Historical Fiction, Classics, Contemporary, Book Club, Novels, Historical, School, Literature, Adult"
19063,The Book Thief,Markus Zusak,4.39,2815021,157168,2006,592,English,99785,"Historical Fiction, Fiction, Young Adult, Classics, Historical, Book Club, War, World War II, Holocaust, Audiobook"
58613345,"Harry Potter and the Half-Blood Prince (Harry Potter, #6)",J.K. Rowling,4.58,3579983,67597,2005,672,English,52192,"Fantasy, Fiction, Young Adult, Magic, Audiobook, Childrens, Adventure, Middle Grade, Classics, Science Fiction Fantasy"
58613451,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,3709438,74754,2003,896,English,85923,"Fantasy, Young Adult, Fiction, Magic, Audiobook, Childrens, Adventure, Middle Grade, Classics, Science Fiction Fantasy"
4667024,The Help,Kathryn Stockett,4.47,2972171,93428,2009,464,English,24949,"Fiction, Historical Fiction, Book Club, Historical, Classics, Adult, Adult Fiction, Contemporary, Audiobook, Chick Lit"
128029,A Thousand Splendid Suns,Khaled Hosseini,4.45,1692128,89730,2007,372,English,40655,"Fiction, Historical Fiction, Book Club, Contemporary, Historical, Classics, Novels, War, Middle East, Literary Fiction"
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,4.35,4039876,148004,2009,391,English,59250,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Audiobook, Teen, Post Apocalyptic"
4214,Life of Pi,Yann Martel,3.94,1732924,56412,2006,460,English,27450,"Fiction, Fantasy, Classics, Book Club, Adventure, Magical Realism, Novels, Literature, Philosophy, Literary Fiction"
2429135,"The Girl With the Dragon Tattoo (Millennium, #1)",Stieg Larsson,4.17,3390671,82355,2008,480,English,1022,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Book Club, Suspense, Contemporary, Audiobook, Adult"
18619684,The Time Traveler's Wife,Audrey Niffenegger,4.0,1845898,56128,2013,537,English,15450,"Fiction, Romance, Fantasy, Time Travel, Science Fiction, Book Club, Contemporary, Adult, Chick Lit, Magical Realism"
11870085,The Fault in Our Stars,John Green,4.12,5605684,186130,2012,313,English,67816,"Young Adult, Romance, Fiction, Contemporary, Realistic Fiction, Book Club, Coming Of Age, Teen, Novels, Drama"
968,"The Da Vinci Code (Robert Langdon, #2)",Dan Brown,3.93,2483497,58681,2003,489,English,26109,"Fiction, Mystery, Thriller, Mystery Thriller, Historical Fiction, Suspense, Adventure, Crime, Novels, Adult"
6288,The Road,Cormac McCarthy,4.0,1007625,69645,2006,241,English,21136,"Fiction, Science Fiction, Dystopia, Classics, Post Apocalyptic, Horror, Book Club, Literature, Novels, Audiobook"
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.89,1574488,60398,2004,226,English,17317,"Fiction, Mystery, Young Adult, Contemporary, Book Club, Classics, Autistic Spectrum Disorder, Novels, School, Psychology"
43641,Water for Elephants,Sara Gruen,4.11,1684394,64634,2007,368,English,16253,"Fiction, Historical Fiction, Romance, Book Club, Historical, Adult, Adult Fiction, Contemporary, Audiobook, Novels"
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,4.11,3618743,151923,2010,390,English,51291,"Young Adult, Dystopia, Fiction, Fantasy, Science Fiction, Romance, Adventure, Audiobook, Teen, Post Apocalyptic"
28187,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,3353960,115430,2005,377,English,63735,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Percy Jackson, Adventure, Greek Mythology, Childrens, Audiobook"
2187,Middlesex,Jeffrey Eugenides,4.04,658341,27907,2002,529,English,13169,"Fiction, Historical Fiction, Book Club, Contemporary, LGBT, Classics, Literary Fiction, Queer, Novels, Literature"
12232938,The Lovely Bones,Alice Sebold,3.86,2443692,49109,2006,372,English,16738,"Fiction, Mystery, Young Adult, Contemporary, Fantasy, Thriller, Crime, Book Club, Mystery Thriller, Adult"
13335037,"Divergent (Divergent, #1)",Veronica Roth,4.13,4303443,126166,2012,487,English,46796,"Young Adult, Dystopia, Fantasy, Fiction, Science Fiction, Romance, Teen, Audiobook, Book Club, Action"
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,3.67,7155892,143653,2006,498,English,61378,"Fantasy, Young Adult, Romance, Fiction, Vampires, Paranormal, Paranormal Romance, Supernatural, Urban Fantasy, Teen"
6867,Atonement,Ian McEwan,3.95,554229,25988,2003,351,English,13774,"Fiction, Historical Fiction, Classics, Romance, Historical, Book Club, War, Literary Fiction, Contemporary, Literature"
1232,"The Shadow of the Wind (The Cemetery of Forgotten Books, #1)",Carlos Ruiz Zafón,4.3,701181,57998,2005,487,English,35491,"Fiction, Historical Fiction, Mystery, Fantasy, Book Club, Books About Books, Historical, Spain, Magical Realism, Spanish Literature"
30165203,American Gods,Neil Gaiman,4.1,981168,49748,2011,635,English,46074,"Fantasy, Fiction, Mythology, Urban Fantasy, Audiobook, Science Fiction, Science Fiction Fantasy, Adult, Book Club, Contemporary"
58913358,A Story of Yesterday,Sergio Cobo,4.53,17119,633,2021,70,English,641,"Thriller, Mystery, Spanish Literature, European Literature, Fiction, Magical Realism, Crime, Short Stories, Drama, Book Club"
256683,"City of Bones (The Mortal Instruments, #1)",Cassandra Clare,4.07,2135496,80732,2007,485,English,38180,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires, Supernatural, Young Adult Fantasy, Magic"
7445,The Glass Castle,Jeannette Walls,4.32,1332054,70208,2006,288,English,23531,"Nonfiction, Memoir, Book Club, Biography, Biography Memoir, Autobiography, Audiobook, Adult, School, Classics"
37435,The Secret Life of Bees,Sue Monk Kidd,4.1,1340416,37940,2003,302,English,12906,"Fiction, Historical Fiction, Book Club, Classics, Young Adult, Historical, Contemporary, Coming Of Age, Adult Fiction, Adult"
4588,Extremely Loud & Incredibly Close,Jonathan Safran Foer,3.97,432317,26799,2006,326,English,10962,"Fiction, Book Club, Historical Fiction, Contemporary, Novels, Literary Fiction, Adult, Adult Fiction, Literature, New York"
960,"Angels & Demons (Robert Langdon, #1)",Dan Brown,3.95,3352528,36446,2006,736,English,21603,"Fiction, Mystery, Thriller, Mystery Thriller, Suspense, Adventure, Crime, Historical Fiction, Novels, Adult"
10917,My Sister’s Keeper,Jodi Picoult,4.11,1266135,39820,2005,423,English,9554,"Fiction, Contemporary, Book Club, Chick Lit, Young Adult, Drama, Adult, Adult Fiction, Realistic Fiction, Family"
6334,Never Let Me Go,Kazuo Ishiguro,3.85,821114,68514,2010,288,English,31860,"Fiction, Science Fiction, Dystopia, Book Club, Contemporary, Literary Fiction, Romance, Classics, Audiobook, Novels"
5060378,The Girl Who Played with Fire (Millennium #2),Stieg Larsson,4.26,972933,38741,2009,503,English,14195,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Contemporary, Audiobook, Sweden, Adult"
49628,Cloud Atlas,David Mitchell,4.01,263653,23378,2004,509,English,16737,"Fiction, Science Fiction, Fantasy, Historical Fiction, Dystopia, Book Club, Literary Fiction, Contemporary, Novels, Literature"
39832183,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,4.19,796845,65115,2018,291,English,16667,"Historical Fiction, Fiction, Book Club, Romance, Historical, World War II, Audiobook, Books About Books, War, Adult"
1656001,"The Host (The Host, #1)",Stephenie Meyer,3.86,1041597,45064,2008,619,English,12365,"Fantasy, Young Adult, Science Fiction, Romance, Fiction, Dystopia, Paranormal, Aliens, Adult, Paranormal Romance"
6892870,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.24,767872,32513,2010,566,English,12624,"Fiction, Mystery, Thriller, Crime, Mystery Thriller, Suspense, Audiobook, Contemporary, Sweden, Adult"
1162543,"Breaking Dawn (The Twilight Saga, #4)",Stephenie Meyer,3.75,1839686,57284,2008,756,English,17293,"Fantasy, Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance, Supernatural, Werewolves, Urban Fantasy"
428263,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.74,1956042,49281,2007,629,Italian,16883,"Fantasy, Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance, Supernatural, Werewolves, Urban Fantasy"
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,1056638,59892,2007,662,English,47465,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Audiobook, Magic, Science Fiction Fantasy, Adult, Adventure, Book Club"
4929,Kafka on the Shore,Haruki Murakami,4.12,532283,44677,2002,467,English,36030,"Fiction, Magical Realism, Fantasy, Japan, Japanese Literature, Contemporary, Novels, Literature, Classics, Literary Fiction"
19501,"Eat, Pray, Love",Elizabeth Gilbert,3.64,1824103,60219,2007,368,English,29142,"Nonfiction, Memoir, Travel, Book Club, Biography, Romance, Chick Lit, Spirituality, Biography Memoir, Contemporary"
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.61,2086450,63612,2006,563,English,1012,"Young Adult, Romance, Vampires, Fiction, Paranormal, Paranormal Romance, Supernatural, Werewolves, Urban Fantasy, Teen"
31685789,Room,Emma Donoghue,4.08,827513,51923,2010,321,English,10536,"Fiction, Book Club, Contemporary, Thriller, Adult, Adult Fiction, Audiobook, Crime, Drama, Literary Fiction"
19288043,Gone Girl,Gillian Flynn,4.14,3373597,166368,2014,415,English,55703,"Fiction, Mystery, Thriller, Book Club, Mystery Thriller, Crime, Suspense, Contemporary, Adult, Audiobook"
2213661,The Graveyard Book,Neil Gaiman,4.16,561672,41854,2008,312,English,13120,"Fantasy, Young Adult, Fiction, Horror, Middle Grade, Paranormal, Audiobook, Childrens, Ghosts, Supernatural"
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,1005563,36776,2009,541,English,11893,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires, Angels, Supernatural, Young Adult Fantasy"
9361589,The Night Circus,Erin Morgenstern,4.0,1073299,114932,2011,506,English,47814,"Fantasy, Fiction, Romance, Book Club, Historical Fiction, Magical Realism, Magic, Young Adult, Audiobook, Adult"
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt,4.01,887865,20275,2006,268,English,17789,"Nonfiction, Economics, Business, Science, Psychology, Sociology, Finance, Audiobook, Politics, Social Science"
1582996,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.11,983828,39297,2008,453,English,16567,"Fantasy, Young Adult, Romance, Paranormal, Urban Fantasy, Fiction, Vampires, Supernatural, Angels, Magic"
3805,The Corrections,Jonathan Franzen,3.84,195010,12599,2002,653,English,8765,"Fiction, Contemporary, Literary Fiction, Novels, Book Club, Literature, American, Family, The United States Of America, Audiobook"
297673,The Brief Wondrous Life of Oscar Wao,Junot Díaz,3.89,275711,22582,2007,335,English,9244,"Fiction, Book Club, Contemporary, Magical Realism, Literary Fiction, Historical Fiction, Novels, Audiobook, Literature, Adult"
397483,"The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",Erik Larson,4.0,743211,43844,2003,464,English,37219,"Nonfiction, History, True Crime, Book Club, Crime, Historical, Mystery, Audiobook, American History, Biography"
18143977,All the Light We Cannot See,Anthony Doerr,4.31,1916800,120145,2014,544,English,112991,"Historical Fiction, Fiction, Book Club, Historical, War, World War II, Audiobook, Adult, France, Literary Fiction"
23515727,No Country for Old Men,Cormac McCarthy,4.17,235897,15537,2006,309,English,7112,"Fiction, Thriller, Westerns, Crime, Classics, Mystery, Literature, Audiobook, Novels, Literary Fiction"
5826,Bel Canto,Ann Patchett,3.94,314299,22065,2023,318,English,11361,"Fiction, Book Club, Literary Fiction, Contemporary, Historical Fiction, Audiobook, Music, Novels, Adult Fiction, Literature"
40440,The Thirteenth Tale,Diane Setterfield,3.98,323650,27689,2006,406,English,10462,"Fiction, Mystery, Historical Fiction, Book Club, Gothic, Books About Books, Fantasy, Audiobook, Adult, Historical"
21,A Short History of Nearly Everything,Bill Bryson,4.22,414385,17099,2004,544,English,35125,"Nonfiction, Science, History, Audiobook, Humor, Physics, Popular Science, Historical, Philosophy, Unfinished"
991197,The Complete Persepolis,Marjane Satrapi,4.4,200731,13988,2007,341,English,3722,"Graphic Novels, Nonfiction, Comics, Memoir, Biography, History, Feminism, Iran, Graphic Novels Comics, Middle East"
12691,Marley and Me: Life and Love With the World’s Worst Dog,John Grogan,4.14,475721,15284,2005,291,English,3969,"Nonfiction, Memoir, Animals, Biography, Dogs, Humor, Book Club, Biography Memoir, Adult, Contemporary"
18660669,"Vampire Academy (Vampire Academy, #1)",Richelle Mead,4.1,674876,28048,2007,332,English,9172,"Fantasy, Young Adult, Vampires, Paranormal, Romance, Urban Fantasy, Fiction, Supernatural, Paranormal Romance, Magic"
3153910,The Art of Racing in the Rain,Garth Stein,4.23,547217,46520,2008,336,English,14847,"Fiction, Book Club, Animals, Dogs, Audiobook, Adult Fiction, Adult, Contemporary, Novels, Family"
37470,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",Philippa Gregory,4.09,509683,18341,2003,661,English,5271,"Historical Fiction, Fiction, Historical, Romance, Book Club, Adult, British Literature, Historical Romance, Tudor Period, Adult Fiction"
10692,The Historian,Elizabeth Kostova,3.8,274068,19185,2005,704,English,9686,"Historical Fiction, Fiction, Fantasy, Horror, Vampires, Mystery, Historical, Gothic, Paranormal, Dark Academia"
46756,"Oryx and Crake (MaddAddam, #1)",Margaret Atwood,4.0,282880,18087,2004,389,English,10713,"Fiction, Science Fiction, Dystopia, Post Apocalyptic, Fantasy, Audiobook, Book Club, Speculative Fiction, Canada, Science Fiction Fantasy"
33917,The Namesake,Jhumpa Lahiri,4.02,280820,16177,2003,304,English,6589,"Fiction, Book Club, Literary Fiction, Contemporary, Novels, Indian Literature, Literature, School, Adult Fiction, Adult"
1103,Snow Flower and the Secret Fan,Lisa See,4.09,383615,20689,2005,269,English,6862,"Historical Fiction, Fiction, Book Club, China, Historical, Asia, Adult, Asian Literature, Adult Fiction, Audiobook"
256566,Everything is Illuminated,Jonathan Safran Foer,3.89,183006,8995,2003,276,English,4328,"Fiction, Historical Fiction, Contemporary, Novels, Book Club, Literary Fiction, Magical Realism, Literature, Jewish, Historical"
14201,Jonathan Strange & Mr Norrell,Susanna Clarke,3.87,250798,20606,2006,1006,English,19061,"Fantasy, Fiction, Historical Fiction, Historical, Magic, Audiobook, Science Fiction Fantasy, Magical Realism, Alternate History, Historical Fantasy"
10441,The Memory Keeper's Daughter,Kim Edwards,3.7,609798,21159,2006,401,English,5796,"Fiction, Book Club, Contemporary, Historical Fiction, Adult Fiction, Adult, Drama, Chick Lit, Novels, Family"
8664353,"Unbroken: A World War II Story of Survival, Resilience and Redemption",Laura Hillenbrand,4.39,992037,52799,2010,475,English,24898,"Nonfiction, History, Biography, Book Club, World War II, War, Historical, Audiobook, Memoir, Biography Memoir"
14743,The God Delusion,Richard Dawkins,3.9,280049,10085,2006,374,English,17336,"Nonfiction, Religion, Science, Philosophy, Atheism, Audiobook, Psychology, Spirituality, Theology, History"
40874325,The Shack: Where Tragedy Confronts Eternity,William Paul Young,3.84,684330,36673,2008,294,English,18414,"Fiction, Christian, Christian Fiction, Book Club, Spirituality, Faith, Religion, Inspirational, Christianity, Fantasy"
28881,"Lamb: The Gospel According to Biff, Christ’s Childhood Pal",Christopher Moore,4.23,180127,13496,2004,444,English,5907,"Fiction, Humor, Historical Fiction, Fantasy, Religion, Comedy, Book Club, Audiobook, Historical, Satire"
556602,Sarah's Key,Tatiana de Rosnay,4.18,490852,32100,2007,294,English,5709,"Historical Fiction, Fiction, Book Club, Holocaust, Historical, World War II, France, War, Adult, Adult Fiction"
49436,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,Greg Mortenson,3.66,358550,24076,2007,349,English,5821,"Nonfiction, Book Club, Memoir, Biography, Travel, Education, Middle East, Biography Memoir, Pakistan, History"
14866,Nineteen Minutes,Jodi Picoult,4.17,411493,22287,2007,440,English,17796,"Fiction, Contemporary, Book Club, Drama, Chick Lit, Adult, Young Adult, Adult Fiction, Banned Books, Realistic Fiction"
39999,The Boy in the Striped Pajamas,John Boyne,4.16,941294,41152,2006,224,English,13173,"Historical Fiction, Fiction, Young Adult, Historical, Classics, Holocaust, War, World War II, School, Book Club"
99561,Looking for Alaska,John Green,3.96,1721928,81333,2006,221,English,33574,"Young Adult, Fiction, Contemporary, Romance, Realistic Fiction, Coming Of Age, Teen, Mystery, Banned Books, Audiobook"
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.96,616030,19675,2007,296,English,21056,"Nonfiction, Psychology, Business, Self Help, Science, Audiobook, Sociology, Personal Development, Philosophy, Book Club"
3867,The History of Love,Nicole Krauss,3.92,139534,12702,2006,255,English,5306,"Fiction, Book Club, Historical Fiction, Romance, Contemporary, Literary Fiction, Novels, Adult Fiction, Adult, Love"
10644930,11/22/63,Stephen King,4.35,619878,57128,2011,849,English,41783,"Fiction, Historical Fiction, Science Fiction, Time Travel, Horror, Fantasy, Thriller, Audiobook, Book Club, Historical"
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,4.23,1272665,108158,2011,480,English,35641,"Science Fiction, Fiction, Young Adult, Fantasy, Dystopia, Audiobook, Book Club, Adventure, Science Fiction Fantasy, Cyberpunk"
1768603,The White Tiger,Aravind Adiga,3.77,200553,13522,2008,276,English,5305,"Fiction, India, Book Club, Contemporary, Indian Literature, Novels, Literary Fiction, Asia, Literature, Audiobook"
4952,What Is the What,Dave Eggers,4.15,86648,7642,2006,475,English,3580,"Fiction, Africa, Historical Fiction, Book Club, War, Sudan, Contemporary, Novels, Literature, Historical"
3109,The Omnivore's Dilemma: A Natural History of Four Meals,Michael Pollan,4.19,209180,14550,2006,450,English,11527,"Nonfiction, Food, Science, Health, History, Nutrition, Environment, Book Club, Audiobook, Cooking"
68210,"Gilead (Gilead, #1)",Marilynne Robinson,3.85,121654,15945,2006,247,English,11258,"Fiction, Historical Fiction, Book Club, Literary Fiction, Novels, Literature, Classics, Audiobook, Historical, Contemporary"
7815,The Year of Magical Thinking,Joan Didion,3.93,287756,26774,2007,227,English,16899,"Nonfiction, Memoir, Biography, Grief, Audiobook, Biography Memoir, Book Club, Death, Autobiography, Essays"
2203,John Adams,David McCullough,4.08,374023,7645,2001,751,English,7249,"History, Biography, Nonfiction, American History, Presidents, Politics, Historical, Biography Memoir, American Revolution, Audiobook"
2731276,The Story of Edgar Sawtelle,David Wroblewski,3.66,104376,14805,2008,566,English,5583,"Fiction, Book Club, Animals, Dogs, Coming Of Age, Adult Fiction, Literary Fiction, Contemporary, Historical Fiction, Audiobook"
18007564,The Martian,Andy Weir,4.42,1247350,95269,2014,384,English,33994,"Science Fiction, Fiction, Audiobook, Book Club, Adventure, Space, Adult, Thriller, Science Fiction Fantasy, Humor"
10176,Dress Your Family in Corduroy and Denim,David Sedaris,4.11,286996,7768,2004,257,English,2919,"Humor, Nonfiction, Memoir, Essays, Short Stories, Comedy, Audiobook, Biography, Biography Memoir, Book Club"
187020,Empire Falls,Richard Russo,3.94,125041,5521,2002,483,English,3067,"Fiction, Book Club, Contemporary, Literary Fiction, Literature, Novels, Audiobook, Adult Fiction, American, Adult"
1241,A Million Little Pieces,James Frey,3.69,261412,12928,2005,515,English,4392,"Fiction, Book Club, Contemporary, Psychology, Biography Memoir, Mental Health, Adult, Novels, Drama, Adult Fiction"
11735983,"Insurgent (Divergent, #2)",Veronica Roth,3.96,1601336,65728,2012,525,English,28638,"Young Adult, Dystopia, Fantasy, Fiction, Science Fiction, Romance, Adventure, Teen, Audiobook, Post Apocalyptic"
43369,God Is Not Great: How Religion Poisons Everything,Christopher Hitchens,3.96,111311,5744,2007,307,English,6045,"Nonfiction, Religion, Philosophy, Atheism, Science, History, Politics, Audiobook, Theology, Sociology"
2744,Anansi Boys,Neil Gaiman,4.04,228619,12188,2006,387,English,7119,"Fantasy, Fiction, Urban Fantasy, Mythology, Audiobook, Science Fiction Fantasy, Humor, Adult, Magical Realism, Contemporary"
8600,"Eats, Shoots & Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,3.87,106111,5443,2006,209,English,2550,"Nonfiction, Writing, Language, Reference, Humor, Linguistics, Education, Adult, Self Help, British Literature"
17333223,The Goldfinch,Donna Tartt,3.96,1016022,86327,2013,771,English,67344,"Fiction, Book Club, Contemporary, Literary Fiction, Audiobook, Dark Academia, Mystery, Art, Novels, Coming Of Age"
1379961,People of the Book,Geraldine Brooks,4.04,154194,13921,2008,372,English,7134,"Historical Fiction, Fiction, Book Club, Books About Books, Historical, Mystery, Audiobook, Jewish, Religion, Adult Fiction"
3591262,Cutting for Stone,Abraham Verghese,4.33,419191,31711,2009,560,English,21133,"Fiction, Book Club, Historical Fiction, Africa, Medicine, Ethiopia, Medical, Literary Fiction, Audiobook, Novels"
7171637,"Clockwork Angel (The Infernal Devices, #1)",Cassandra Clare,4.31,868432,45784,2010,479,English,15265,"Fantasy, Young Adult, Romance, Paranormal, Steampunk, Historical Fiction, Fiction, Urban Fantasy, Vampires, Historical"
6493208,The Immortal Life of Henrietta Lacks,Rebecca Skloot,4.13,790271,43765,2010,370,English,21248,"Nonfiction, Science, Book Club, History, Biography, Audiobook, Medicine, Medical, Historical, Biography Memoir"
17061,Coraline,Neil Gaiman,4.13,763760,42714,2006,176,English,12054,"Fantasy, Horror, Fiction, Young Adult, Middle Grade, Childrens, Audiobook, Classics, Paranormal, Mystery"
85301,Unaccustomed Earth,Jhumpa Lahiri,4.14,95813,9244,2008,352,English,2982,"Fiction, Short Stories, India, Book Club, Contemporary, Literary Fiction, Literature, Audiobook, Indian Literature, Adult"
113436,Eragon (The Inheritance Cycle #1),Christopher Paolini,3.96,1908228,31668,2005,503,English,22471,"Fantasy, Young Adult, Fiction, Dragons, Adventure, Magic, High Fantasy, Childrens, Young Adult Fantasy, Audiobook"
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,4.01,221240,15764,2004,400,English,10867,"Nonfiction, True Crime, History, Book Club, Audiobook, Crime, Cults, Biography, Historical, Journalism"
80660,We Need to Talk About Kevin,Lionel Shriver,4.08,208017,18605,2006,400,English,8621,"Fiction, Book Club, Thriller, Contemporary, Horror, Crime, Drama, Literary Fiction, Adult, Psychology"
10664113,"A Dance with Dragons (A Song of Ice and Fire, #5)",George R.R. Martin,4.34,727665,27420,2011,1125,English,26642,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Dragons, Audiobook, Adult, Adventure, Epic"
25460,"Animal, Vegetable, Miracle: A Year of Food Life",Barbara Kingsolver,4.05,112519,11572,2007,370,English,4773,"Nonfiction, Food, Memoir, Book Club, Gardening, Health, Audiobook, Nature, Environment, Cooking"
3431,The Five People You Meet in Heaven,Mitch Albom,4.01,785715,34360,2003,196,English,16515,"Fiction, Contemporary, Inspirational, Fantasy, Classics, Book Club, Spirituality, Philosophy, Adult, Adult Fiction"
5064,"World Without End (Kingsbridge, #2)",Ken Follett,4.32,270243,14290,2007,1237,English,13437,"Historical Fiction, Fiction, Historical, Audiobook, Medieval, British Literature, Fantasy, Novels, Romance, Adult"
3679,On Beauty,Zadie Smith,3.78,89443,6749,2006,445,English,4160,"Fiction, Contemporary, Book Club, Literary Fiction, Novels, Literature, British Literature, Race, Family, Adult Fiction"
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.55,1120918,48549,2009,381,English,16831,"Fantasy, Young Adult, Mythology, Fiction, Percy Jackson, Middle Grade, Adventure, Greek Mythology, Urban Fantasy, Childrens"
4965,Year of Wonders,Geraldine Brooks,4.01,172459,13513,2002,304,English,5970,"Historical Fiction, Fiction, Book Club, Historical, British Literature, Audiobook, Adult, Adult Fiction, Literary Fiction, Novels"
13497,A Feast for Crows,George R.R. Martin,4.17,779701,26311,2011,1060,English,23044,"Fantasy, Fiction, Epic Fantasy, High Fantasy, Science Fiction Fantasy, Audiobook, Adult, Dragons, Adventure, Epic"
67,The Known World,Edward P. Jones,3.84,44492,3979,2006,388,English,2645,"Fiction, Historical Fiction, Book Club, African American, Historical, Literary Fiction, Novels, Literature, Race, American"
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,4.06,477403,28282,2008,471,English,9778,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Adventure, Magic, High Fantasy, Audiobook, Paranormal"
7905092,Freedom,Jonathan Franzen,3.79,173795,15238,2010,562,English,5226,"Fiction, Book Club, Contemporary, Literary Fiction, Novels, Literature, American, Audiobook, Adult Fiction, The United States Of America"
6186357,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.05,1644102,69902,2009,384,English,35002,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Audiobook, Post Apocalyptic, Teen, Action, Thriller"
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,4.24,1326510,56196,2006,279,English,27172,"Fantasy, Young Adult, Mythology, Fiction, Middle Grade, Percy Jackson, Adventure, Greek Mythology, Childrens, Audiobook"
7822895,"The Millennium Trilogy (Millennium Trilogy, #1-3)",Stieg Larsson,4.47,57104,1949,2010,1531,English,2312,"Fiction, Thriller, Mystery, Crime, Suspense, Mystery Thriller, Contemporary, Novels, Adult, Sweden"
29844228,Thirteen Reasons Why,Jay Asher,3.84,1016054,57947,2016,352,English,21187,"Young Adult, Fiction, Contemporary, Realistic Fiction, Mystery, Mental Health, Teen, Audiobook, Romance, High School"
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.02,558500,31702,2006,342,English,16859,"Horror, Fiction, Zombies, Science Fiction, Fantasy, Post Apocalyptic, Audiobook, Dystopia, Apocalyptic, War"
33600,Shantaram,Gregory David Roberts,4.28,234329,18157,2004,936,English,27140,"Fiction, India, Travel, Adventure, Historical Fiction, Novels, Contemporary, Book Club, Audiobook, Asia"
561456,"The Titan’s Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,4.37,1185541,46175,2007,352,English,21954,"Fantasy, Young Adult, Mythology, Fiction, Percy Jackson, Middle Grade, Adventure, Greek Mythology, Childrens, Audiobook"
110737,Seabiscuit: An American Legend,Laura Hillenbrand,4.23,167398,5352,2003,457,English,2535,"Nonfiction, History, Biography, Sports, Animals, Book Club, Horses, Historical, Audiobook, Biography Memoir"
2967752,The Elegance of the Hedgehog,Muriel Barbery,3.8,196654,22367,2008,325,English,10508,"Fiction, Book Club, France, Contemporary, Philosophy, Literary Fiction, Novels, Audiobook, French Literature, Literature"
1736739,"Olive Kitteridge (Olive Kitteridge, #1)",Elizabeth Strout,3.86,261288,26622,2008,270,English,19563,"Fiction, Book Club, Short Stories, Literary Fiction, Contemporary, Audiobook, Adult Fiction, Novels, Adult, Literature"
15783514,The Ocean at the End of the Lane,Neil Gaiman,4.02,651699,62265,2013,181,English,14605,"Fantasy, Fiction, Magical Realism, Horror, Audiobook, Book Club, Young Adult, Adult, Science Fiction Fantasy, Paranormal"
