id_knjige,naslov,avtor,povp_ocena,st_ocen,st_recenzij,leto_izdaje,st_strani,jezik,st_trenutnih_bralcev,zanri
221059,JPod,Douglas Coupland,3.71,20269,1051,2007,464,English,222,"Fiction, Canada, Humor, Contemporary, Comedy, Novels, Literature, Literary Fiction, Satire, Technology"
9799,The Fortress of Solitude,Jonathan Lethem,3.84,24074,1619,2005,528,English,873,"Fiction, New York, Contemporary, Novels, Literature, Literary Fiction, Historical Fiction, Fantasy, Book Club, Coming Of Age"
79790,Magical Thinking: True Stories,Augusten Burroughs,3.96,57157,1746,2005,304,English,483,"Memoir, Nonfiction, Humor, Short Stories, Essays, Biography, Biography Memoir, LGBT, Autobiography, Queer"
88815,The Reluctant Fundamentalist,Mohsin Hamid,3.73,82953,8199,2007,184,English,1694,"Fiction, Pakistan, Contemporary, Book Club, Literary Fiction, Middle East, Novels, Literature, Historical Fiction, Asia"
20483100,"Wildalone (Wildalone Sagas, #1)",Krassi Zourkova,3.37,4108,515,2015,384,English,76,"Fantasy, Romance, Fiction, Mythology, Paranormal, Young Adult, New Adult, Mystery, Audiobook, Adult"
49465,Those Who Save Us,Jenna Blum,4.11,103052,7194,2005,479,English,7725,"Historical Fiction, Fiction, Book Club, World War II, Holocaust, Historical, War, Germany, Adult Fiction, Adult"
170210,"Dead as a Doornail (Sookie Stackhouse, #5)",Charlaine Harris,4.01,223722,4664,2006,295,English,1573,"Fantasy, Vampires, Paranormal, Urban Fantasy, Romance, Fiction, Mystery, Paranormal Romance, Supernatural, Adult"
30183,"Marked (House of Night, #1)",P.C. Cast,3.82,518813,17184,2007,306,English,6039,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic"
16059,The Dive from Clausen's Pier,Ann Packer,3.45,25295,2041,2003,432,English,262,"Fiction, Book Club, Contemporary, Chick Lit, Romance, Adult, Adult Fiction, Relationships, Novels, Realistic Fiction"
11084145,Steve Jobs,Walter Isaacson,4.15,1336111,23196,2011,630,English,42013,"Biography, Nonfiction, Business, Technology, Audiobook, History, Biography Memoir, Memoir, Leadership, Autobiography"
86643,"Mistress of the Art of Death (Mistress of the Art of Death, #1)",Ariana Franklin,3.93,40650,3333,2007,384,English,860,"Historical Fiction, Mystery, Fiction, Historical, Historical Mystery, Medieval, Crime, Mystery Thriller, British Literature, Thriller"
140079,"Definitely Dead (Sookie Stackhouse, #6)",Charlaine Harris,4.02,210197,4595,2007,324,English,1407,"Fantasy, Vampires, Paranormal, Urban Fantasy, Romance, Fiction, Mystery, Paranormal Romance, Supernatural, Horror"
6135237,South of Broad,Pat Conroy,3.87,50239,6170,2009,514,English,2552,"Fiction, Book Club, Historical Fiction, Southern, Audiobook, Contemporary, Coming Of Age, Novels, Adult, Literary Fiction"
249747,"Artemis Fowl (Artemis Fowl, #1)",Eoin Colfer,3.86,559256,14250,2003,396,English,17438,"Fantasy, Young Adult, Fiction, Middle Grade, Childrens, Science Fiction, Adventure, Magic, Audiobook, Urban Fantasy"
4909,"Teacher Man (Frank McCourt, #3)",Frank McCourt,3.76,39757,2695,2005,258,English,860,"Nonfiction, Memoir, Biography, Education, Autobiography, Teaching, Biography Memoir, Irish Literature, Ireland, Audiobook"
19057,I Am the Messenger,Markus Zusak,4.03,168056,0,,,,0,
6468666,"The Reckoning (Darkest Powers, #3)",Kelley Armstrong,4.18,118522,3880,2010,391,English,531,"Young Adult, Fantasy, Paranormal, Urban Fantasy, Romance, Supernatural, Magic, Werewolves, Ghosts, Fiction"
305234,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,165944,7636,2007,328,English,1818,"Fantasy, Young Adult, Romance, Urban Fantasy, Fae, Fairies, Fiction, Magic, Paranormal Romance, Young Adult Fantasy"
764347,"Unwind (Unwind, #1)",Neal Shusterman,4.17,245482,24331,2007,337,English,7352,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Horror, Thriller, Teen, Book Club, Adventure"
32370,Dry,Augusten Burroughs,4.03,97748,3887,2004,293,English,1553,"Memoir, Nonfiction, Biography, Humor, Biography Memoir, LGBT, Audiobook, Autobiography, Mental Health, Psychology"
7631105,"The Scorch Trials (The Maze Runner, #2)",James Dashner,3.9,630317,32637,2010,362,English,16018,"Young Adult, Dystopia, Science Fiction, Fiction, Fantasy, Adventure, Post Apocalyptic, Audiobook, Teen, Mystery"
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.69,102377,3756,2006,593,English,3132,"Nonfiction, History, Business, Economics, Politics, Technology, Sociology, Science, Audiobook, Education"
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,4.34,1212075,60254,2015,512,English,198352,"Nonfiction, History, Science, Audiobook, Philosophy, Anthropology, Psychology, Sociology, Historical, Evolution"
7791997,"Crescendo (Hush, Hush, #2)",Becca Fitzpatrick,3.98,335272,13301,2010,427,English,4246,"Fantasy, Young Adult, Romance, Angels, Paranormal, Paranormal Romance, Fiction, Supernatural, Urban Fantasy, Young Adult Fantasy"
35900387,Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.23,1381188,109528,2018,390,English,51480,"Fiction, Book Club, Contemporary, Audiobook, Mental Health, Romance, Adult, Adult Fiction, Literary Fiction, Novels"
227593,Three Junes,Julia Glass,3.57,45128,2905,2003,353,English,1089,"Fiction, Book Club, Contemporary, Literary Fiction, Scotland, Adult Fiction, Novels, Literature, Family, Audiobook"
107821,Bridge of Sighs,Richard Russo,3.81,25005,2873,2007,528,English,1731,"Fiction, Book Club, Contemporary, Literary Fiction, Audiobook, Novels, Literature, Coming Of Age, Italy, Family"
5161066,"Dead and Gone (Sookie Stackhouse, #9)",Charlaine Harris,4.02,194106,4964,2009,320,English,1385,"Fantasy, Vampires, Paranormal, Urban Fantasy, Romance, Fiction, Mystery, Paranormal Romance, Supernatural, Werewolves"
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,4.46,1112686,119593,2015,480,English,71124,"Fantasy, Young Adult, Fiction, Romance, Young Adult Fantasy, Adventure, LGBT, Magic, Audiobook, High Fantasy"
5091,"The Dark Tower (The Dark Tower, #7)",Stephen King,4.29,186156,8485,2006,1050,English,5239,"Fantasy, Fiction, Horror, Science Fiction, Audiobook, Adventure, Westerns, Science Fiction Fantasy, Epic, Epic Fantasy"
112750,"Darkfever (Fever, #1)",Karen Marie Moning,4.05,188658,12774,2006,309,English,5276,"Fantasy, Urban Fantasy, Paranormal, Romance, Fae, Paranormal Romance, Adult, Fiction, Vampires, Supernatural"
144977,The Tender Bar: A Memoir,J.R. Moehringer,3.99,44740,3777,2006,416,English,2459,"Memoir, Nonfiction, Book Club, Biography, Biography Memoir, Autobiography, Coming Of Age, Audiobook, New York, Adult"
51738,Just Listen,Sarah Dessen,4.05,249965,9111,2006,371,English,2300,"Young Adult, Romance, Contemporary, Fiction, Realistic Fiction, Chick Lit, Teen, Music, Young Adult Contemporary, High School"
111450,Quidditch Through the Ages,J.K. Rowling,3.8,186999,7325,2001,105,English,5250,"Fantasy, Fiction, Young Adult, Childrens, Magic, Middle Grade, Audiobook, Short Stories, Science Fiction Fantasy, Young Adult Fantasy"
139087,The Line of Beauty,Alan Hollinghurst,3.77,30863,2221,2004,438,English,1946,"Fiction, LGBT, Queer, Historical Fiction, Gay, Literary Fiction, Contemporary, British Literature, Novels, Literature"
8709527,"Bloodlines (Bloodlines, #1)",Richelle Mead,4.2,190255,9151,2011,432,English,2340,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Magic, Supernatural, Paranormal Romance, Fiction"
4703581,The City & the City,China Miéville,3.9,76700,8122,2009,312,English,3356,"Fantasy, Fiction, Science Fiction, Mystery, Crime, Urban Fantasy, Speculative Fiction, Book Club, Audiobook, Science Fiction Fantasy"
17333230,The Luminaries,Eleanor Catton,3.75,84697,9906,2013,848,English,9993,"Fiction, Historical Fiction, Mystery, Historical, Literary Fiction, Book Club, Literature, Contemporary, Novels, Audiobook"
676924,"Betrayed (House of Night, #2)",P.C. Cast,3.92,278214,6512,2007,310,English,3005,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic"
9067850,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,4.19,224946,8110,2011,452,English,6271,"Fantasy, Mythology, Young Adult, Middle Grade, Fiction, Adventure, Magic, Percy Jackson, Childrens, Urban Fantasy"
852470,"I'd Tell You I Love You, But Then I'd Have to Kill You (Gallagher Girls, #1)",Ally Carter,3.84,192724,8829,2006,284,English,3190,"Young Adult, Romance, Mystery, Fiction, Contemporary, Espionage, Adventure, Teen, Chick Lit, Realistic Fiction"
60215458,"The Oldest Dance (Wisdom Revolution, #2)",Misba,4.7,13550,2104,2022,252,English,8140,"Fantasy, Science Fiction, Science Fiction Fantasy, Post Apocalyptic, Adventure, Adult, Dark, Thriller, Utopia, Dystopia"
16143347,We Were Liars,E. Lockhart,3.65,1330368,130749,2018,320,English,47344,"Young Adult, Mystery, Fiction, Contemporary, Romance, Thriller, Mystery Thriller, Book Club, Audiobook, Realistic Fiction"
12000020,"Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante, #1)",Benjamin Alire Sáenz,4.29,665743,77363,2012,390,English,15325,"Young Adult, Romance, LGBT, Contemporary, Fiction, Queer, Audiobook, Coming Of Age, Realistic Fiction, Gay"
7849341,"Tiger's Voyage (The Tiger Saga, #3)",Colleen Houck,4.27,37965,2360,2011,560,English,514,"Fantasy, Young Adult, Romance, Mythology, Paranormal, Adventure, Magic, Fiction, Dragons, Urban Fantasy"
112525,Winter's Bone,Daniel Woodrell,3.86,38252,4360,2006,225,English,1217,"Fiction, Mystery, Contemporary, Crime, Book Club, Audiobook, Literary Fiction, Thriller, Adult Fiction, Novels"
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, a Man Who Would Cure the World",Tracy Kidder,4.2,87757,5918,2004,333,English,3534,"Nonfiction, Biography, Medicine, Book Club, Science, Memoir, Medical, Health, History, Biography Memoir"
16240980,Why She Left Us,David Dennis,3.53,2142,40,2012,432,English,11,"Suspense, Literary Fiction, Contemporary Romance, Fiction, Romance, Coming Of Age"
21326,"Fables, Vol. 1: Legends in Exile",Bill Willingham,3.98,142919,3909,2002,128,English,1563,"Graphic Novels, Fantasy, Fiction, Graphic Novels Comics, Comics, Fairy Tales, Mystery, Comic Book, Urban Fantasy, Fables"
15811545,A Tale for the Time Being,Ruth Ozeki,4.06,132316,17204,2013,432,English,8488,"Fiction, Japan, Magical Realism, Book Club, Historical Fiction, Contemporary, Literary Fiction, Audiobook, Novels, Adult"
7740152,"Torment (Fallen, #2)",Lauren Kate,3.84,243553,8826,2010,452,English,5115,"Young Adult, Fantasy, Romance, Angels, Paranormal, Paranormal Romance, Supernatural, Fiction, Urban Fantasy, Young Adult Fantasy"
26135825,Fun Home: A Family Tragicomic,Alison Bechdel,4.08,198023,14693,2007,232,English,2632,"Graphic Novels, Memoir, Comics, Nonfiction, LGBT, Queer, Biography, Graphic Novels Comics, Book Club, Biography Memoir"
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,4.57,471386,26024,2013,597,English,14534,"Fantasy, Mythology, Young Adult, Fiction, Middle Grade, Percy Jackson, Adventure, Greek Mythology, Urban Fantasy, Romance"
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,4.45,1434536,108795,2014,565,English,67403,"Fantasy, Young Adult, Romance, Romantasy, Fiction, Fae, Magic, Audiobook, Young Adult Fantasy, High Fantasy"
36510196,"Old Man's War (Old Man's War, #1)",John Scalzi,4.23,217730,13531,2007,318,English,5557,"Science Fiction, Fiction, Space Opera, Audiobook, War, Science Fiction Fantasy, Military Fiction, Space, Fantasy, Adventure"
10194157,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.92,1072927,92226,2012,358,English,36918,"Fantasy, Young Adult, Romance, Fiction, Young Adult Fantasy, Magic, High Fantasy, Audiobook, Adventure, Paranormal"
6597651,The Windup Girl,Paolo Bacigalupi,3.75,77505,7293,2009,359,English,3492,"Science Fiction, Fiction, Dystopia, Steampunk, Fantasy, Cyberpunk, Post Apocalyptic, Science Fiction Fantasy, Speculative Fiction, Book Club"
60215314,"The High Auction (Wisdom Revolution, #1)",Misba,4.69,16542,2234,2022,180,English,2386,"Fantasy, Science Fiction, Science Fiction Fantasy, Post Apocalyptic, Adventure, Adult, Dark, Utopia, Fiction, Thriller"
29906980,Lincoln in the Bardo,George Saunders,3.75,170870,26210,2017,368,English,17188,"Fiction, Historical Fiction, Audiobook, Book Club, Fantasy, Literary Fiction, Historical, Magical Realism, Novels, Literature"
2866718,"Untamed (House of Night, #4)",P.C. Cast,3.94,243602,4214,2009,338,English,1598,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic"
6280379,The Children's Book,A.S. Byatt,3.69,18869,2578,2009,675,English,1249,"Fiction, Historical Fiction, Historical, Literary Fiction, Books About Books, British Literature, Literature, Book Club, Novels, Contemporary"
16130549,"Doctor Sleep (The Shining, #2)",Stephen King,4.13,288333,25064,2013,531,English,15103,"Horror, Fiction, Thriller, Fantasy, Audiobook, Paranormal, Supernatural, Mystery, Suspense, Horror Thriller"
315340,The Tenderness of Wolves,Stef Penney,3.74,15732,1864,2007,384,English,628,"Historical Fiction, Fiction, Mystery, Book Club, Historical, Crime, Thriller, Canada, Novels, Adventure"
36086,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,3.89,55399,5224,2006,299,English,2799,"History, Nonfiction, Science, Medicine, Medical, Audiobook, Historical, Health, British Literature, Book Club"
29395568,Exotic Neurotic,Kenneth Jarrett Singleton,3.71,2290,10,2016,108,English,7,"Poetry, Contemporary, Fiction"
2475251,The Cellist of Sarajevo,Steven Galloway,4.0,43497,4769,2008,235,English,1706,"Historical Fiction, Fiction, Book Club, War, Historical, Canada, Music, Literary Fiction, Audiobook, Adult"
4134071,"Hunted (House of Night, #5)",P.C. Cast,3.93,189839,4013,2009,336,English,1790,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Fiction, Supernatural, Urban Fantasy, Paranormal Romance, Magic"
14748,"Good in Bed (Cannie Shapiro, #1)",Jennifer Weiner,3.76,313126,6751,2002,376,English,2721,"Chick Lit, Fiction, Romance, Contemporary, Book Club, Adult Fiction, Adult, Humor, Contemporary Romance, Audiobook"
1421990,"Halfway to the Grave (Night Huntress, #1)",Jeaniene Frost,4.13,163476,8994,2007,374,English,3346,"Paranormal, Vampires, Urban Fantasy, Romance, Fantasy, Paranormal Romance, Adult, Audiobook, Fiction, Supernatural"
12868761,Let's Pretend This Never Happened: A Mostly True Memoir,Jenny Lawson,3.9,199042,20176,2012,318,English,8017,"Nonfiction, Memoir, Book Club, Biography, Audiobook, Humor, Comedy, Biography Memoir, Adult, Autobiography"
179064,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.14,147630,11429,2005,383,English,1482,"Fantasy, Young Adult, Romance, Fiction, Fairy Tales, Retellings, Middle Grade, Adventure, Childrens, Audiobook"
1158967,"Garden Spells (Waverley Family, #1)",Sarah Addison Allen,4.07,106427,12240,2007,304,English,2460,"Fiction, Magical Realism, Fantasy, Romance, Chick Lit, Magic, Book Club, Contemporary, Adult, Paranormal"
248704,It's Kind of a Funny Story,Ned Vizzini,4.07,260531,14240,2007,444,English,7719,"Young Adult, Fiction, Mental Health, Contemporary, Mental Illness, Realistic Fiction, Romance, Coming Of Age, Psychology, Teen"
81227,Infidel,Ayaan Hirsi Ali,4.2,92118,7130,2007,353,English,2269,"Nonfiction, Memoir, Biography, Religion, Book Club, Africa, Politics, Islam, Autobiography, Biography Memoir"
271074,Tree of Smoke,Denis Johnson,3.6,14973,1635,2007,614,English,1506,"Fiction, Historical Fiction, War, Novels, Literature, Literary Fiction, Historical, American, Contemporary, Audiobook"
6366437,Half Broke Horses,Jeannette Walls,4.09,171527,13334,2009,272,English,3434,"Memoir, Nonfiction, Book Club, Biography, Biography Memoir, Historical, History, Adult, Audiobook, Family"
6065215,The Strain (The Strain #1),Guillermo del Toro,3.8,89567,7179,2009,403,English,2630,"Horror, Fiction, Vampires, Fantasy, Science Fiction, Thriller, Paranormal, Audiobook, Supernatural, Post Apocalyptic"
50659468,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,4.64,2998311,245220,2020,626,English,147826,"Fantasy, Romance, Romantasy, Young Adult, Fiction, New Adult, Audiobook, Fae, Fantasy Romance, Enemies To Lovers"
3018539,Death with Interruptions,José Saramago,4.0,71337,7448,2008,238,English,5453,"Fiction, Fantasy, Magical Realism, Portugal, Novels, Literature, Portuguese Literature, Nobel Prize, Classics, Book Club"
13376,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,4.08,95720,7552,2004,380,English,2354,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Teen, School, Adventure, Book Club, Middle Grade"
10996342,The Art of Fielding,Chad Harbach,3.99,115311,10962,2011,512,English,2461,"Fiction, Sports, Book Club, Baseball, Contemporary, Literary Fiction, Audiobook, Novels, Adult Fiction, Coming Of Age"
24724,Drop City,T. Coraghessan Boyle,3.83,15155,1142,2004,497,English,330,"Fiction, Historical Fiction, Book Club, Novels, Literature, Literary Fiction, Contemporary, Humor, Historical, Counter Culture"
8683812,The Paris Wife,Paula McLain,3.82,303236,22923,2011,336,English,10058,"Historical Fiction, Fiction, Book Club, Historical, Romance, France, Audiobook, Adult Fiction, Adult, Novels"
19486412,Big Little Lies,Liane Moriarty,4.31,1094853,58750,2014,458,English,35356,"Fiction, Mystery, Book Club, Contemporary, Thriller, Mystery Thriller, Audiobook, Chick Lit, Adult, Adult Fiction"
6101718,"The Magicians (The Magicians, #1)",Lev Grossman,3.53,274409,26222,2009,402,English,13285,"Fantasy, Fiction, Magic, Urban Fantasy, Audiobook, Young Adult, Adult, Science Fiction Fantasy, Book Club, Dark Academia"
24914,The March,E.L. Doctorow,3.78,13913,1234,2006,363,English,607,"Historical Fiction, Fiction, Civil War, War, Historical, American Civil War, Literature, Book Club, American, Literary Fiction"
17934530,"Annihilation (Southern Reach, #1)",Jeff VanderMeer,3.79,285330,33033,2014,195,English,11455,"Science Fiction, Horror, Fiction, Fantasy, Audiobook, Mystery, Dystopia, Book Club, Thriller, Science Fiction Fantasy"
17904495,Curse of The Salute,Anastacia Moore,3.54,1904,13,2012,171,English,0,Horror
16243,"Case Histories (Jackson Brodie, #1)",Kate Atkinson,3.79,120487,9019,2005,389,English,7521,"Mystery, Fiction, Crime, Mystery Thriller, Thriller, Audiobook, Book Club, British Literature, Detective, Contemporary"
37186,The Miraculous Journey of Edward Tulane,Kate DiCamillo,4.39,119265,14103,2006,228,English,3924,"Fantasy, Fiction, Childrens, Middle Grade, Young Adult, Adventure, Animals, Audiobook, Juvenile, Chapter Books"
16130,Alexander Hamilton,Ron Chernow,4.22,195830,10724,2005,818,English,35110,"History, Biography, Nonfiction, American History, Politics, Audiobook, Historical, Biography Memoir, American Revolution, Unfinished"
26889576,The Big Short: Inside the Doomsday Machine,Michael Lewis,4.3,168552,8261,2015,291,English,6868,"Nonfiction, Business, Economics, Finance, History, Politics, Audiobook, Money, Book Club, Journalism"
43931,The Woods,Harlan Coben,4.06,109217,6480,2007,404,English,2825,"Mystery, Thriller, Fiction, Crime, Mystery Thriller, Suspense, Audiobook, Book Club, Adult, Murder Mystery"
42156,"Something Borrowed (Darcy & Rachel, #1)",Emily Giffin,3.89,605900,14497,2004,336,English,4021,"Chick Lit, Romance, Fiction, Contemporary, Contemporary Romance, Adult, Adult Fiction, Audiobook, Book Club, Beach Reads"
8709523,"The Golden Lily (Bloodlines, #2)",Richelle Mead,4.31,121502,7005,2012,418,English,1239,"Young Adult, Fantasy, Vampires, Paranormal, Romance, Urban Fantasy, Magic, Paranormal Romance, Supernatural, Fiction"
7362158,Girl in Translation,Jean Kwok,3.99,58279,6617,2010,305,English,1361,"Fiction, Historical Fiction, Book Club, Young Adult, Contemporary, Coming Of Age, China, Audiobook, Adult Fiction, Adult"
10929,For One More Day,Mitch Albom,4.13,158124,10831,2006,208,English,2965,"Fiction, Inspirational, Contemporary, Book Club, Adult, Fantasy, Novels, Adult Fiction, Family, Self Help"
3974,The Terror,Dan Simmons,4.09,71133,7571,2007,835,English,6840,"Horror, Historical Fiction, Fiction, Fantasy, Thriller, Historical, Adventure, Audiobook, Mystery, Survival"
7912007,"Full Dark, No Stars",Stephen King,4.08,116162,8235,2010,368,English,4440,"Horror, Fiction, Short Stories, Thriller, Mystery, Audiobook, Suspense, Fantasy, Crime, Anthologies"
15926,Nights in Rodanthe,Nicholas Sparks,3.85,179982,5595,2004,222,English,2254,"Romance, Fiction, Chick Lit, Contemporary, Adult, Adult Fiction, Contemporary Romance, Drama, Love, Audiobook"
18293427,The Storied Life of A.J. Fikry,Gabrielle Zevin,4.04,347482,45418,2014,260,English,11871,"Fiction, Book Club, Contemporary, Books About Books, Romance, Adult, Audiobook, Adult Fiction, Literary Fiction, Realistic Fiction"
8652190,"Awakened (House of Night, #8)",P.C. Cast,4.0,143945,3506,2011,290,English,1683,"Young Adult, Vampires, Fantasy, Paranormal, Romance, Supernatural, Fiction, Paranormal Romance, Urban Fantasy, Magic"
16101128,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,475611,32413,2013,457,English,15208,"Young Adult, Science Fiction, Dystopia, Fiction, Fantasy, Aliens, Romance, Post Apocalyptic, Audiobook, Apocalyptic"
11447921,Beautiful Ruins,Jess Walter,3.68,183507,17367,2012,337,English,7026,"Fiction, Book Club, Historical Fiction, Italy, Romance, Audiobook, Contemporary, Adult Fiction, Literary Fiction, Adult"
231,I Am Charlotte Simmons,Tom Wolfe,3.46,28267,2202,2005,738,English,566,"Fiction, Novels, Contemporary, Literary Fiction, Coming Of Age, College, Literature, Book Club, American, Audiobook"
14058818,Life... Love... Kumbh...,Aporva Kala,3.59,2012,44,2011,290,English,11,"Romance, Love, Philosophy, Mythology, India, Humor, Literature, Spirituality, Fiction, Inspirational"
7812659,Safe Haven,Nicholas Sparks,4.22,398352,15690,2010,340,English,6746,"Romance, Fiction, Chick Lit, Contemporary, Adult, Contemporary Romance, Adult Fiction, Book Club, Drama, Audiobook"
46190,"Love Is a Mix Tape: Life and Loss, One Song at a Time",Rob Sheffield,3.87,41645,3831,2007,224,English,1328,"Music, Nonfiction, Memoir, Biography, Romance, Biography Memoir, Book Club, Autobiography, Pop Culture, Adult"
16176440,We Are All Completely Beside Ourselves,Karen Joy Fowler,3.71,125903,13533,2013,310,English,4338,"Fiction, Book Club, Contemporary, Literary Fiction, Audiobook, Animals, Adult Fiction, Family, Adult, Novels"
74462,Unless,Carol Shields,3.63,16973,1328,2003,320,English,519,"Fiction, Canada, Book Club, Literary Fiction, Contemporary, Canadian Literature, Novels, Audiobook, Literature, Family"
6424,"Seven Up (Stephanie Plum, #7)",Janet Evanovich,4.16,131836,2672,2001,337,English,2096,"Mystery, Fiction, Humor, Chick Lit, Romance, Crime, Comedy, Mystery Thriller, Audiobook, Contemporary"
15717943,"Hopeless (Hopeless, #1)",Colleen Hoover,4.23,664802,44634,2012,410,English,37640,"Romance, New Adult, Young Adult, Contemporary, Fiction, Contemporary Romance, Abuse, High School, Drama, Chick Lit"
147848,Star of the Sea,Joseph O'Connor,3.93,11883,926,2004,432,English,898,"Historical Fiction, Fiction, Ireland, Irish Literature, Historical, Mystery, Book Club, Novels, Nautical, 19th Century"
7992363,HHhH,Laurent Binet,4.07,27619,3027,2010,442,French,1148,"Fiction, Historical Fiction, War, France, World War II, Historical, Germany, Novels, Literature, French Literature"
543873,Mister Pip,Lloyd Jones,3.68,23854,2419,2007,256,English,436,"Fiction, Historical Fiction, Book Club, War, Young Adult, Historical, Literary Fiction, Contemporary, Coming Of Age, Literature"
11505797,"Beautiful Disaster (Beautiful, #1)",Jamie McGuire,4.0,704773,35418,2011,432,English,13294,"Romance, New Adult, Contemporary, Young Adult, Contemporary Romance, College, Fiction, Chick Lit, College Romance, Friends To Lovers"
15812814,"Crossed (Matched, #2)",Ally Condie,3.52,256898,16477,2013,367,English,5845,"Young Adult, Dystopia, Romance, Science Fiction, Fiction, Fantasy, Teen, Audiobook, Adventure, Post Apocalyptic"
3165162,"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.54,46343,745,2008,1032,English,2414,"Fantasy, Young Adult, Mythology, Percy Jackson, Fiction, Adventure, Greek Mythology, Magic, Middle Grade, Childrens"
47624,"Lirael (Abhorsen, #2)",Garth Nix,4.29,123027,4112,2015,464,English,1578,"Fantasy, Young Adult, Fiction, Magic, Audiobook, High Fantasy, Adventure, Young Adult Fantasy, Science Fiction Fantasy, Teen"
7664041,"Inheritance (The Inheritance Cycle, #4)",Christopher Paolini,4.16,304494,13101,2011,849,English,8520,"Fantasy, Young Adult, Fiction, Dragons, Magic, Adventure, High Fantasy, Audiobook, Epic Fantasy, Young Adult Fantasy"
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,4.05,396249,46388,2012,409,English,12025,"Fantasy, Young Adult, Paranormal, Romance, Fiction, Audiobook, Urban Fantasy, Magic, Young Adult Fantasy, Mystery"
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,4.32,79020,2883,2005,352,English,1585,"Fantasy, Fiction, Young Adult, Humor, Audiobook, Witches, Childrens, Magic, Comedy, Science Fiction Fantasy"
4978,"Wolves of the Calla (The Dark Tower, #5)",Stephen King,4.2,198257,6451,2006,960,English,5713,"Fantasy, Fiction, Horror, Science Fiction, Audiobook, Westerns, Adventure, Science Fiction Fantasy, Thriller, Epic"
213753,"Life As We Knew It (Last Survivors, #1)",Susan Beth Pfeffer,3.89,132607,11074,2006,337,English,3790,"Young Adult, Dystopia, Science Fiction, Fiction, Post Apocalyptic, Survival, Apocalyptic, Teen, Fantasy, Audiobook"
8171378,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,4.48,113936,13293,2010,622,English,23736,"History, Nonfiction, Race, Book Club, American History, Audiobook, Social Justice, African American, Historical, Biography"
2017056,Skeletons at the Feast,Chris Bohjalian,4.0,26841,2622,2008,372,English,1548,"Historical Fiction, Fiction, World War II, Historical, Holocaust, War, Book Club, Germany, Audiobook, Romance"
9409458,"Forever (The Wolves of Mercy Falls, #3)",Maggie Stiefvater,3.89,127936,8708,2011,390,English,1682,"Young Adult, Fantasy, Romance, Paranormal, Werewolves, Fiction, Paranormal Romance, Supernatural, Urban Fantasy, Audiobook"
27833670,Dark Matter,Blake Crouch,4.13,674470,80259,2016,342,English,27705,"Science Fiction, Fiction, Thriller, Mystery, Book Club, Audiobook, Mystery Thriller, Fantasy, Adult, Suspense"
62530,"Thud! (Discworld, #34; City Watch, #7)",Terry Pratchett,4.35,78052,2458,2006,439,English,1552,"Fantasy, Fiction, Humor, Comedy, Audiobook, Science Fiction Fantasy, Satire, Mystery, High Fantasy, Adult"
40937505,زندگی مه آلود پریا,سید مرتضی مصطفوی,3.34,1031,123,2015,204,Persian,16,Fiction
5139,"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.81,926203,11889,2006,432,English,4855,"Fiction, Chick Lit, Contemporary, Romance, Humor, Adult, Adult Fiction, Fashion, Audiobook, Novels"
12578077,"Obsidian (Lux, #1)",Jennifer L. Armentrout,4.13,293848,21704,2011,335,English,4464,"Young Adult, Fantasy, Romance, Paranormal, Aliens, Science Fiction, Paranormal Romance, Supernatural, Urban Fantasy, Enemies To Lovers"
